problem_type,goal_check_delay,problem_number,execution_time,algorithm_name,solution_found
simple,0,39,0.29,Using C++ tasks,False
simple,0,39,0.07,Sequential,False
simple,0,39,0.06,Using C++ for_each,False
simple,0,39,2.55,Recursive async,False
simple,0,38,0.04,Synchronization with thread director,False
simple,0,38,0.29,Using C++ tasks,False
simple,0,38,0.05,C++ any_of,False
simple,0,38,0.07,Recursive C++ for_each,False
simple,0,38,0.02,Using C++ for_each,False
simple,0,38,0.37,Using C++ async,False
simple,0,38,0.02,Sequential,False
simple,0,38,1.17,Recursive async,False
simple,0,36,0.03,C++ any_of,False
simple,0,36,0.3,Using C++ tasks,False
simple,0,36,0.07,Synchronization with thread director,False
simple,0,36,0.08,Recursive C++ for_each,False
simple,0,36,0.02,Sequential,False
simple,0,36,0.91,Recursive async,False
simple,0,36,0.28,Using C++ async,False
simple,0,36,0.03,Using C++ for_each,False
simple,0,44,2.6,Recursive async,True
simple,0,44,0.12,Recursive C++ for_each,True
simple,0,44,0.28,Using C++ tasks,True
simple,0,44,0.26,Using C++ async,True
simple,0,44,0.06,Using C++ for_each,True
simple,0,44,0.03,Sequential,True
simple,0,44,0.02,C++ any_of,True
simple,0,44,0.53,Synchronization with thread director,True
simple,0,35,0.04,C++ any_of,True
simple,0,35,3.71,Recursive async,True
simple,0,35,0.03,Sequential,True
simple,0,35,0.07,Recursive C++ for_each,True
simple,0,35,0.34,Using C++ async,True
simple,0,35,0.53,Synchronization with thread director,True
simple,0,35,0.04,Using C++ for_each,True
simple,0,35,0.34,Using C++ tasks,True
simple,0,46,0.03,Using C++ for_each,False
simple,0,46,0.3,Using C++ async,False
simple,0,46,0.02,Sequential,False
simple,0,46,0.27,Using C++ tasks,False
simple,0,46,0.86,Recursive async,False
simple,0,46,0.04,Recursive C++ for_each,False
simple,0,46,0.03,C++ any_of,False
simple,0,46,0.07,Synchronization with thread director,False
simple,0,34,0.26,Using C++ async,False
simple,0,34,0.04,Using C++ for_each,False
simple,0,34,0.09,Synchronization with thread director,False
simple,0,34,0.26,Using C++ tasks,False
simple,0,34,0.07,Recursive C++ for_each,False
simple,0,34,0.03,C++ any_of,False
simple,0,34,0.03,Sequential,False
simple,0,34,1.01,Recursive async,False
simple,0,32,0.37,Synchronization with thread director,False
simple,0,32,0.25,Using C++ tasks,False
simple,0,32,0.04,C++ any_of,False
simple,0,32,0.1,Sequential,False
simple,0,32,3.2,Recursive async,False
simple,0,32,0.29,Using C++ async,False
simple,0,32,0.07,Using C++ for_each,False
simple,0,32,0.16,Recursive C++ for_each,False
simple,0,31,0.3,Using C++ tasks,False
simple,0,31,0.06,C++ any_of,False
simple,0,31,0.04,Using C++ for_each,False
simple,0,31,3.58,Recursive async,False
simple,0,31,0.54,Synchronization with thread director,False
simple,0,31,0.26,Using C++ async,False
simple,0,31,0.1,Sequential,False
simple,0,31,0.22,Recursive C++ for_each,False
simple,0,30,0.1,Recursive C++ for_each,False
simple,0,30,0.33,Using C++ tasks,False
simple,0,30,0.05,Sequential,False
simple,0,30,0.06,C++ any_of,False
simple,0,30,0.4,Synchronization with thread director,False
simple,0,30,0.04,Using C++ for_each,False
simple,0,30,0.33,Using C++ async,False
simple,0,30,1.93,Recursive async,False
simple,0,10,0.45,Using C++ tasks,False
simple,0,10,0.1,Synchronization with thread director,False
simple,0,10,0.04,Using C++ for_each,False
simple,0,10,0.05,C++ any_of,False
simple,0,10,0.01,Sequential,False
simple,0,10,0.58,Recursive async,False
simple,0,10,0.03,Recursive C++ for_each,False
simple,0,10,0.28,Using C++ async,False
simple,0,9,0.01,Synchronization with thread director,True
simple,0,9,0.01,Recursive C++ for_each,True
simple,0,9,0.0,Sequential,True
simple,0,9,0.0,Using C++ for_each,True
simple,0,9,0.0,Using C++ tasks,True
simple,0,9,0.01,C++ any_of,True
simple,0,9,0.68,Recursive async,True
simple,0,9,0.01,Using C++ async,True
simple,0,12,0.82,Recursive async,True
simple,0,12,0.01,Sequential,True
simple,0,12,0.04,C++ any_of,True
simple,0,12,0.13,Synchronization with thread director,True
simple,0,12,0.27,Using C++ tasks,True
simple,0,12,0.04,Using C++ for_each,True
simple,0,12,0.06,Recursive C++ for_each,True
simple,0,12,0.31,Using C++ async,True
simple,0,47,0.28,Using C++ tasks,False
simple,0,47,0.03,C++ any_of,False
simple,0,47,0.03,Using C++ for_each,False
simple,0,47,0.06,Synchronization with thread director,False
simple,0,47,0.25,Using C++ async,False
simple,0,47,0.02,Sequential,False
simple,0,47,0.63,Recursive async,False
simple,0,47,0.04,Recursive C++ for_each,False
simple,0,11,0.02,Using C++ for_each,False
simple,0,11,0.76,Recursive async,False
simple,0,11,0.06,Synchronization with thread director,False
simple,0,11,0.04,Recursive C++ for_each,False
simple,0,11,0.3,Using C++ async,False
simple,0,11,0.26,Using C++ tasks,False
simple,0,11,0.03,C++ any_of,False
simple,0,11,0.02,Sequential,False
simple,0,1,0.06,C++ any_of,False
simple,0,1,3.7,Recursive async,False
simple,0,1,0.16,Recursive C++ for_each,False
simple,0,1,0.31,Using C++ async,False
simple,0,1,0.07,Sequential,False
simple,0,1,0.05,Using C++ for_each,False
simple,0,1,0.27,Using C++ tasks,False
simple,0,1,0.37,Synchronization with thread director,False
simple,0,8,0.37,Using C++ async,False
simple,0,8,0.26,Using C++ tasks,False
simple,0,8,0.33,Synchronization with thread director,False
simple,0,8,0.04,Using C++ for_each,False
simple,0,8,0.03,C++ any_of,False
simple,0,8,0.08,Sequential,False
simple,0,8,2.57,Recursive async,False
simple,0,8,0.15,Recursive C++ for_each,False
simple,0,6,0.03,Using C++ for_each,False
simple,0,6,0.03,Sequential,False
simple,0,6,0.07,Synchronization with thread director,False
simple,0,6,0.03,C++ any_of,False
simple,0,6,0.04,Recursive C++ for_each,False
simple,0,6,1.04,Recursive async,False
simple,0,6,0.28,Using C++ async,False
simple,0,6,0.26,Using C++ tasks,False
simple,0,19,0.0,Sequential,False
simple,0,19,0.03,Recursive C++ for_each,False
simple,0,19,0.02,Using C++ async,False
simple,0,19,0.01,Using C++ for_each,False
simple,0,19,0.01,C++ any_of,False
simple,0,19,0.04,Synchronization with thread director,False
simple,0,19,0.01,Using C++ tasks,False
simple,0,19,0.46,Recursive async,False
simple,0,40,0.03,Sequential,False
simple,0,40,0.3,Using C++ tasks,False
simple,0,40,1.54,Recursive async,False
simple,0,40,0.11,Synchronization with thread director,False
simple,0,40,0.04,Using C++ for_each,False
simple,0,40,0.03,C++ any_of,False
simple,0,40,0.27,Using C++ async,False
simple,0,40,0.09,Recursive C++ for_each,False
simple,0,4,0.01,C++ any_of,True
simple,0,4,0.03,Recursive C++ for_each,True
simple,0,4,0.0,Sequential,True
simple,0,4,0.02,Synchronization with thread director,True
simple,0,4,0.0,Using C++ async,True
simple,0,4,0.0,Using C++ tasks,True
simple,0,4,0.0,Using C++ for_each,True
simple,0,4,0.33,Recursive async,True
simple,0,33,0.31,Using C++ async,False
simple,0,33,0.05,C++ any_of,False
simple,0,33,0.07,Recursive C++ for_each,False
simple,0,33,0.02,Sequential,False
simple,0,33,0.02,Using C++ for_each,False
simple,0,33,0.28,Using C++ tasks,False
simple,0,33,0.04,Synchronization with thread director,False
simple,0,33,0.96,Recursive async,False
simple,0,21,0.01,Using C++ for_each,False
simple,0,21,0.01,Using C++ async,False
simple,0,21,0.01,C++ any_of,False
simple,0,21,0.04,Synchronization with thread director,False
simple,0,21,0.5,Recursive async,False
simple,0,21,0.03,Recursive C++ for_each,False
simple,0,21,0.02,Using C++ tasks,False
simple,0,21,0.01,Sequential,False
simple,0,24,0.03,Using C++ for_each,False
simple,0,24,1.78,Recursive async,False
simple,0,24,0.04,C++ any_of,False
simple,0,24,0.27,Using C++ async,False
simple,0,24,0.1,Recursive C++ for_each,False
simple,0,24,0.3,Using C++ tasks,False
simple,0,24,0.05,Sequential,False
simple,0,24,0.4,Synchronization with thread director,False
simple,0,3,0.38,Synchronization with thread director,False
simple,0,3,0.06,Sequential,False
simple,0,3,0.13,Recursive C++ for_each,False
simple,0,3,0.36,Using C++ async,False
simple,0,3,0.09,C++ any_of,False
simple,0,3,2.3,Recursive async,False
simple,0,3,0.05,Using C++ for_each,False
simple,0,3,0.31,Using C++ tasks,False
simple,0,7,0.72,Recursive async,False
simple,0,7,0.04,Recursive C++ for_each,False
simple,0,7,0.01,Sequential,False
simple,0,7,0.09,C++ any_of,False
simple,0,7,0.27,Using C++ async,False
simple,0,7,0.03,Synchronization with thread director,False
simple,0,7,0.02,Using C++ for_each,False
simple,0,7,0.28,Using C++ tasks,False
simple,0,42,0.03,Sequential,True
simple,0,42,1.77,Recursive async,True
simple,0,42,0.29,Using C++ async,True
simple,0,42,0.13,Synchronization with thread director,True
simple,0,42,0.13,Recursive C++ for_each,True
simple,0,42,0.28,Using C++ tasks,True
simple,0,42,0.04,Using C++ for_each,True
simple,0,42,0.03,C++ any_of,True
simple,0,2,0.06,Sequential,False
simple,0,2,0.3,Using C++ async,False
simple,0,2,0.37,Synchronization with thread director,False
simple,0,2,0.05,Using C++ for_each,False
simple,0,2,0.13,Recursive C++ for_each,False
simple,0,2,0.32,Using C++ tasks,False
simple,0,2,0.05,C++ any_of,False
simple,0,2,2.78,Recursive async,False
simple,0,29,0.05,Synchronization with thread director,False
simple,0,29,0.3,Using C++ tasks,False
simple,0,29,0.04,Sequential,False
simple,0,29,0.28,Using C++ async,False
simple,0,29,0.08,C++ any_of,False
simple,0,29,1.49,Recursive async,False
simple,0,29,0.04,Using C++ for_each,False
simple,0,29,0.08,Recursive C++ for_each,False
simple,0,0,0.04,Synchronization with thread director,False
simple,0,0,0.03,Sequential,False
simple,0,0,2.36,Recursive async,False
simple,0,0,1.26,Recursive C++ for_each,False
simple,0,0,0.04,Using C++ for_each,False
simple,0,0,0.04,C++ any_of,False
simple,0,0,0.32,Using C++ async,False
simple,0,0,0.28,Using C++ tasks,False
simple,0,13,0.01,Synchronization with thread director,False
simple,0,13,0.0,Recursive async,False
simple,0,13,0.0,Recursive C++ for_each,False
simple,0,13,0.0,C++ any_of,False
simple,0,13,0.0,Using C++ for_each,False
simple,0,13,0.0,Sequential,False
simple,0,13,0.0,Using C++ async,False
simple,0,13,0.0,Using C++ tasks,False
simple,0,16,0.03,Using C++ for_each,False
simple,0,16,0.31,Using C++ tasks,False
simple,0,16,0.07,Recursive C++ for_each,False
simple,0,16,0.29,Using C++ async,False
simple,0,16,1.37,Recursive async,False
simple,0,16,0.05,Synchronization with thread director,False
simple,0,16,0.04,C++ any_of,False
simple,0,16,0.04,Sequential,False
simple,0,20,0.0,Recursive C++ for_each,False
simple,0,20,0.0,Recursive async,False
simple,0,20,0.0,Using C++ async,False
simple,0,20,0.0,C++ any_of,False
simple,0,20,0.01,Synchronization with thread director,False
simple,0,20,0.0,Sequential,False
simple,0,20,0.0,Using C++ tasks,False
simple,0,20,0.0,Using C++ for_each,False
simple,0,18,0.02,Sequential,False
simple,0,18,0.09,Recursive C++ for_each,False
simple,0,18,1.18,Recursive async,False
simple,0,18,0.09,Synchronization with thread director,False
simple,0,18,0.03,Using C++ for_each,False
simple,0,18,0.34,Using C++ tasks,False
simple,0,18,0.26,Using C++ async,False
simple,0,18,0.05,C++ any_of,False
simple,0,5,0.41,Recursive async,False
simple,0,5,0.01,Using C++ tasks,False
simple,0,5,0.0,Using C++ for_each,False
simple,0,5,0.02,Synchronization with thread director,False
simple,0,5,0.0,C++ any_of,False
simple,0,5,0.02,Recursive C++ for_each,False
simple,0,5,0.0,Sequential,False
simple,0,5,0.0,Using C++ async,False
simple,0,15,0.0,Using C++ async,True
simple,0,15,0.0,Using C++ tasks,True
simple,0,15,0.56,Recursive async,True
simple,0,15,0.02,Synchronization with thread director,True
simple,0,15,0.0,Using C++ for_each,True
simple,0,15,0.02,Recursive C++ for_each,True
simple,0,15,0.0,Sequential,True
simple,0,15,0.01,C++ any_of,True
simple,0,17,0.03,C++ any_of,False
simple,0,17,0.02,Sequential,False
simple,0,17,0.31,Using C++ async,False
simple,0,17,0.04,Using C++ for_each,False
simple,0,17,0.87,Recursive async,False
simple,0,17,0.05,Recursive C++ for_each,False
simple,0,17,0.08,Synchronization with thread director,False
simple,0,17,0.3,Using C++ tasks,False
simple,0,37,0.04,Using C++ for_each,True
simple,0,37,0.01,Sequential,True
simple,0,37,0.64,Recursive async,True
simple,0,37,0.04,Recursive C++ for_each,True
simple,0,37,0.37,Using C++ tasks,True
simple,0,37,0.03,Synchronization with thread director,True
simple,0,37,0.26,Using C++ async,True
simple,0,37,0.03,C++ any_of,True
simple,0,22,2.23,Recursive async,True
simple,0,22,0.51,Synchronization with thread director,True
simple,0,22,0.02,Sequential,True
simple,0,22,0.04,Using C++ for_each,True
simple,0,22,0.28,Using C++ tasks,True
simple,0,22,0.09,Recursive C++ for_each,True
simple,0,22,0.28,Using C++ async,True
simple,0,22,0.04,C++ any_of,True
simple,0,23,0.03,Using C++ for_each,True
simple,0,23,0.34,Synchronization with thread director,True
simple,0,23,0.08,Recursive C++ for_each,True
simple,0,23,0.31,Using C++ tasks,True
simple,0,23,0.26,Using C++ async,True
simple,0,23,0.04,C++ any_of,True
simple,0,23,0.03,Sequential,True
simple,0,23,1.91,Recursive async,True
simple,0,25,0.03,C++ any_of,False
simple,0,25,0.03,Sequential,False
simple,0,25,0.09,Synchronization with thread director,False
simple,0,25,1.27,Recursive async,False
simple,0,25,0.28,Using C++ async,False
simple,0,25,0.05,Using C++ for_each,False
simple,0,25,0.3,Using C++ tasks,False
simple,0,25,0.07,Recursive C++ for_each,False
simple,0,27,0.05,C++ any_of,False
simple,0,27,2.04,Recursive async,False
simple,0,27,0.12,Recursive C++ for_each,False
simple,0,27,0.32,Using C++ async,False
simple,0,27,0.05,Using C++ for_each,False
simple,0,27,0.46,Synchronization with thread director,False
simple,0,27,0.05,Sequential,False
simple,0,27,0.27,Using C++ tasks,False
simple,0,26,0.27,Using C++ tasks,True
simple,0,26,0.26,Using C++ async,True
simple,0,26,1.29,Recursive async,True
simple,0,26,0.09,Synchronization with thread director,True
simple,0,26,0.03,C++ any_of,True
simple,0,26,0.01,Sequential,True
simple,0,26,0.04,Recursive C++ for_each,True
simple,0,26,0.02,Using C++ for_each,True
simple,0,14,0.31,Using C++ tasks,False
simple,0,14,0.47,Synchronization with thread director,False
simple,0,14,0.04,Using C++ for_each,False
simple,0,14,2.88,Recursive async,False
simple,0,14,0.26,Using C++ async,False
simple,0,14,0.05,C++ any_of,False
simple,0,14,0.25,Recursive C++ for_each,False
simple,0,14,0.08,Sequential,False
simple,0,28,0.37,Using C++ async,False
simple,0,28,0.29,Using C++ tasks,False
simple,0,28,0.08,C++ any_of,False
simple,0,28,0.03,Using C++ for_each,False
simple,0,28,0.35,Synchronization with thread director,False
simple,0,28,0.06,Sequential,False
simple,0,28,0.12,Recursive C++ for_each,False
simple,0,28,2.05,Recursive async,False
simple,10,49,0.01,Using C++ for_each,False
simple,10,49,0.01,Sequential,False
simple,10,49,0.01,Using C++ async,False
simple,10,49,0.01,Using C++ tasks,False
simple,10,49,0.01,C++ any_of,False
simple,10,49,0.01,Recursive async,False
simple,10,49,0.02,Synchronization with thread director,False
simple,10,49,0.01,Recursive C++ for_each,False
simple,10,48,0.25,Recursive C++ for_each,False
simple,10,48,0.65,Using C++ async,False
simple,10,48,3.61,Recursive async,False
simple,10,48,0.54,C++ any_of,False
simple,10,48,2.93,Sequential,False
simple,10,48,1.72,Synchronization with thread director,False
simple,10,48,0.51,Using C++ for_each,False
simple,10,48,0.68,Using C++ tasks,False
simple,10,45,0.63,Recursive async,False
simple,10,45,0.35,C++ any_of,False
simple,10,45,0.13,Recursive C++ for_each,False
simple,10,45,0.34,Using C++ tasks,False
simple,10,45,0.37,Synchronization with thread director,False
simple,10,45,0.34,Sequential,False
simple,10,45,0.34,Using C++ for_each,False
simple,10,45,0.34,Using C++ async,False
simple,10,43,1.81,Recursive async,False
simple,10,43,0.49,Using C++ async,False
simple,10,43,0.33,Using C++ for_each,False
simple,10,43,0.17,Recursive C++ for_each,False
simple,10,43,1.6,Sequential,False
simple,10,43,1.69,Synchronization with thread director,False
simple,10,43,0.52,Using C++ tasks,False
simple,10,43,0.34,C++ any_of,False
simple,10,41,0.13,Recursive C++ for_each,True
simple,10,41,0.64,Synchronization with thread director,True
simple,10,41,0.55,Sequential,True
simple,10,41,0.28,Using C++ for_each,True
simple,10,41,1.57,Recursive async,True
simple,10,41,0.25,C++ any_of,True
